iter	Passed	Remaining
1679	10375	51382
1680	10381	51374
1681	10386	51365
1682	10392	51357
1683	10398	51348
1684	10403	51339
1685	10409	51332
1686	10415	51324
1687	10421	51316
1688	10427	51311
1689	10433	51304
1690	10439	51295
1691	10444	51286
1692	10450	51279
1693	10456	51270
1694	10461	51258
1695	10467	51250
1696	10473	51244
1697	10479	51238
1698	10485	51230
1699	10491	51221
1700	10497	51215
1701	10504	51213
1702	10510	51206
1703	10516	51199
1704	10522	51190
1705	10527	51180
1706	10533	51171
1707	10538	51164
1708	10544	51154
1709	10550	51145
1710	10555	51136
1711	10560	51126
1712	10566	51119
1713	10572	51111
1714	10578	51102
1715	10583	51094
1716	10589	51086
1717	10595	51078
1718	10601	51069
1719	10607	51062
1720	10613	51056
1721	10618	51047
1722	10624	51039
1723	10630	51030
1724	10636	51026
1725	10642	51019
1726	10648	51012
1727	10654	51004
1728	10660	50995
1729	10665	50987
1730	10672	50981
1731	10678	50973
1732	10683	50965
1733	10689	50957
1734	10695	50950
1735	10701	50944
1736	10707	50935
1737	10712	50926
1738	10718	50918
1739	10725	50913
1740	10730	50903
1741	10736	50895
1742	10742	50888
1743	10747	50878
1744	10754	50874
1745	10760	50868
1746	10766	50861
1747	10771	50851
1748	10777	50844
1749	10784	50839
1750	10789	50830
1751	10795	50823
1752	10801	50817
1753	10808	50812
1754	10814	50804
1755	10819	50795
1756	10825	50790
1757	10831	50782
1758	10838	50777
1759	10843	50768
1760	10849	50761
1761	10855	50752
1762	10860	50742
1763	10866	50735
1764	10872	50726
1765	10877	50717
1766	10884	50716
1767	10892	50715
1768	10898	50710
1769	10904	50703
1770	10909	50693
1771	10914	50681
1772	10920	50672
1773	10925	50662
1774	10931	50654
1775	10937	50646
1776	10942	50636
1777	10949	50631
1778	10955	50626
1779	10962	50625
1780	10969	50622
1781	10975	50615
1782	10981	50609
1783	10987	50601
1784	10993	50592
1785	10998	50583
1786	11004	50574
1787	11010	50569
1788	11016	50560
1789	11021	50552
1790	11027	50545
1791	11033	50536
1792	11039	50528
1793	11044	50520
1794	11050	50510
1795	11055	50501
1796	11061	50493
1797	11066	50484
1798	11072	50475
1799	11079	50472
1800	11085	50468
1801	11092	50463
1802	11098	50456
1803	11104	50448
1804	11110	50445
1805	11120	50455
1806	11130	50468
1807	11141	50479
1808	11149	50483
1809	11167	50532
1810	11179	50550
1811	11184	50541
1812	11190	50535
1813	11196	50526
1814	11202	50517
1815	11207	50507
1816	11212	50495
1817	11217	50485
1818	11223	50476
1819	11228	50467
1820	11234	50458
1821	11239	50450
1822	11245	50441
1823	11251	50432
1824	11256	50423
1825	11262	50414
1826	11267	50406
1827	11274	50400
1828	11279	50392
1829	11286	50386
1830	11291	50378
1831	11297	50369
1832	11304	50368
1833	11310	50361
1834	11316	50354
1835	11322	50347
1836	11328	50339
1837	11333	50330
1838	11340	50326
1839	11347	50322
1840	11352	50314
1841	11358	50304
1842	11364	50298
1843	11375	50312
1844	11385	50324
1845	11393	50326
1846	11403	50338
1847	11410	50335
1848	11415	50324
1849	11421	50315
1850	11427	50308
1851	11432	50300
1852	11438	50291
1853	11444	50283
1854	11449	50274
1855	11455	50264
1856	11461	50259
1857	11467	50253
1858	11474	50248
1859	11479	50239
1860	11485	50233
1861	11492	50229
1862	11500	50231
1863	11509	50238
1864	11520	50251
1865	11529	50256
1866	11535	50250
1867	11541	50243
1868	11547	50236
1869	11553	50227
1870	11559	50221
1871	11564	50211
1872	11570	50205
1873	11576	50197
1874	11581	50188
1875	11587	50177
1876	11592	50169
1877	11598	50160
1878	11603	50152
1879	11609	50143
1880	11615	50136
1881	11621	50127
1882	11626	50119
1883	11632	50110
1884	11637	50101
1885	11643	50092
1886	11649	50085
1887	11655	50077
1888	11660	50068
1889	11666	50061
1890	11672	50052
1891	11677	50042
1892	11683	50036
1893	11689	50027
1894	11694	50019
1895	11701	50013
1896	11707	50009
1897	11714	50005
1898	11721	50001
1899	11726	49992
1900	11732	49985
1901	11738	49976
1902	11743	49967
1903	11749	49960
1904	11755	49952
1905	11761	49945
1906	11767	49937
1907	11772	49929
1908	11778	49921
1909	11783	49911
1910	11789	49902
1911	11794	49893
1912	11800	49884
1913	11805	49875
1914	11812	49871
1915	11818	49863
1916	11823	49854
1917	11829	49846
1918	11835	49838
1919	11840	49829
1920	11846	49821
1921	11852	49814
1922	11858	49806
1923	11864	49799
1924	11870	49794
1925	11876	49785
1926	11881	49776
1927	11887	49767
1928	11892	49759
1929	11898	49751
1930	11904	49745
1931	11910	49738
1932	11916	49730
1933	11922	49723
1934	11928	49715
1935	11934	49712
1936	11941	49709
1937	11948	49704
1938	11954	49699
1939	11963	49702
1940	11969	49696
1941	11975	49692
1942	11982	49686
1943	11988	49680
1944	11995	49677
1945	12002	49675
1946	12010	49674
1947	12016	49669
1948	12023	49666
1949	12029	49660
1950	12035	49653
1951	12042	49649
1952	12049	49646
1953	12055	49641
1954	12062	49637
1955	12068	49630
1956	12075	49626
1957	12081	49620
1958	12087	49614
1959	12095	49614
1960	12101	49610
1961	12108	49605
1962	12114	49601
1963	12120	49593
1964	12127	49589
1965	12133	49581
1966	12139	49577
1967	12146	49571
1968	12152	49566
1969	12158	49560
1970	12164	49553
1971	12170	49547
1972	12176	49540
1973	12182	49534
1974	12189	49529
1975	12195	49522
1976	12201	49515
1977	12207	49509
1978	12213	49503
1979	12220	49498
1980	12226	49491
1981	12232	49484
1982	12238	49479
1983	12245	49474
1984	12251	49469
1985	12257	49462
1986	12265	49461
1987	12271	49457
1988	12277	49450
1989	12285	49448
1990	12291	49443
1991	12297	49436
1992	12304	49432
1993	12310	49427
1994	12316	49421
1995	12323	49416
1996	12329	49410
1997	12335	49404
1998	12342	49399
1999	12348	49393
2000	12354	49387
2001	12360	49381
2002	12367	49377
2003	12373	49369
2004	12379	49363
2005	12386	49359
2006	12392	49355
2007	12399	49352
2008	12405	49345
2009	12411	49337
2010	12417	49331
2011	12424	49327
2012	12430	49321
2013	12436	49313
2014	12442	49307
2015	12448	49301
2016	12455	49296
2017	12461	49289
2018	12468	49285
2019	12474	49278
2020	12479	49268
2021	12484	49260
2022	12490	49252
2023	12496	49244
2024	12501	49235
2025	12507	49227
2026	12513	49220
2027	12519	49211
2028	12525	49207
2029	12531	49199
2030	12537	49191
2031	12542	49181
2032	12547	49172
2033	12553	49166
2034	12561	49165
2035	12569	49164
2036	12575	49161
2037	12581	49153
2038	12587	49145
2039	12593	49138
2040	12598	49129
2041	12604	49122
2042	12610	49113
2043	12615	49105
2044	12621	49097
2045	12627	49090
2046	12632	49081
2047	12638	49074
2048	12645	49068
2049	12650	49059
2050	12656	49052
2051	12662	49046
2052	12668	49037
2053	12673	49028
2054	12679	49019
2055	12684	49012
2056	12690	49003
2057	12695	48994
2058	12701	48987
2059	12707	48977
2060	12712	48969
2061	12718	48962
2062	12724	48956
2063	12729	48946
2064	12735	48937
2065	12741	48929
2066	12746	48921
2067	12752	48914
2068	12758	48907
2069	12764	48898
2070	12770	48892
2071	12776	48886
2072	12782	48879
2073	12788	48872
2074	12794	48865
2075	12800	48857
2076	12805	48847
2077	12811	48840
2078	12816	48832
2079	12822	48824
2080	12828	48815
2081	12833	48808
2082	12839	48800
2083	12845	48792
2084	12851	48786
2085	12857	48779
2086	12863	48772
2087	12869	48765
2088	12874	48756
2089	12880	48749
2090	12886	48741
2091	12892	48733
2092	12897	48725
2093	12903	48718
2094	12909	48709
2095	12915	48702
2096	12921	48699
2097	12927	48692
2098	12933	48683
2099	12938	48675
2100	12944	48666
2101	12950	48658
2102	12956	48652
2103	12961	48643
2104	12967	48634
2105	12972	48626
2106	12978	48618
2107	12984	48610
2108	12989	48602
2109	12995	48593
2110	13000	48585
2111	13006	48576
2112	13011	48568
2113	13017	48560
2114	13023	48555
2115	13029	48548
2116	13035	48541
2117	13041	48534
2118	13048	48529
2119	13054	48523
2120	13060	48515
2121	13066	48509
2122	13072	48502
2123	13078	48496
2124	13085	48491
2125	13090	48483
2126	13096	48476
2127	13102	48469
2128	13108	48462
2129	13114	48456
2130	13120	48449
2131	13126	48441
2132	13132	48434
2133	13138	48428
2134	13149	48442
2135	13162	48460
2136	13174	48475
2137	13183	48479
2138	13189	48472
2139	13195	48464
2140	13201	48457
2141	13206	48449
2142	13212	48442
2143	13218	48433
2144	13223	48426
2145	13229	48418
2146	13235	48410
2147	13241	48403
2148	13247	48397
2149	13253	48390
2150	13259	48383
2151	13264	48375
2152	13270	48367
2153	13275	48357
2154	13282	48351
2155	13288	48345
2156	13293	48336
2157	13299	48329
2158	13305	48322
2159	13311	48315
2160	13316	48306
2161	13323	48301
2162	13328	48293
2163	13334	48284
2164	13339	48275
2165	13345	48268
2166	13351	48260
2167	13356	48251
2168	13362	48243
2169	13368	48237
2170	13377	48241
2171	13388	48251
2172	13397	48256
2173	13404	48252
2174	13409	48244
2175	13415	48235
2176	13421	48229
2177	13426	48221
2178	13432	48211
2179	13438	48204
2180	13444	48198
2181	13449	48190
2182	13455	48181
2183	13461	48174
2184	13466	48166
2185	13472	48157
2186	13478	48150
2187	13484	48143
2188	13490	48138
2189	13498	48138
2190	13508	48144
2191	13516	48147
2192	13523	48142
2193	13528	48133
2194	13534	48125
2195	13539	48117
2196	13545	48109
2197	13551	48101
2198	13557	48094
2199	13563	48087
2200	13569	48080
2201	13575	48076
2202	13582	48071
2203	13587	48062
2204	13593	48054
2205	13602	48058
2206	13612	48065
2207	13619	48063
2208	13625	48056
2209	13631	48048
2210	13637	48042
2211	13642	48032
2212	13647	48023
2213	13653	48015
2214	13659	48007
2215	13664	47999
2216	13670	47992
2217	13675	47982
2218	13681	47975
2219	13687	47968
2220	13694	47963
2221	13702	47964
2222	13708	47957
2223	13714	47950
2224	13720	47943
2225	13725	47934
2226	13731	47926
2227	13737	47919
2228	13742	47912
2229	13748	47903
2230	13754	47896
2231	13760	47889
2232	13765	47881
2233	13772	47876
2234	13778	47869
2235	13785	47866
2236	13792	47862
2237	13797	47853
2238	13803	47846
2239	13808	47838
2240	13814	47828
2241	13820	47822
2242	13825	47813
2243	13831	47806
2244	13837	47798
2245	13842	47789
2246	13848	47781
2247	13853	47772
2248	13859	47765
2249	13864	47756
2250	13870	47748
2251	13875	47740
2252	13881	47732
2253	13886	47722
2254	13892	47715
2255	13898	47709
2256	13904	47701
2257	13910	47696
2258	13916	47689
2259	13922	47682
2260	13928	47673
2261	13933	47665
2262	13939	47657
2263	13944	47648
2264	13950	47640
2265	13956	47633
2266	13961	47625
2267	13967	47616
2268	13972	47609
2269	13978	47600
2270	13983	47591
2271	13989	47583
2272	13995	47576
2273	14000	47568
2274	14006	47560
2275	14012	47552
2276	14017	47544
2277	14023	47536
2278	14028	47528
2279	14034	47520
2280	14039	47511
2281	14045	47504
2282	14051	47496
2283	14057	47489
2284	14062	47481
2285	14068	47474
2286	14074	47467
2287	14080	47461
2288	14087	47455
2289	14092	47446
2290	14098	47440
2291	14104	47432
2292	14109	47424
2293	14115	47415
2294	14120	47407
2295	14126	47398
2296	14131	47390
2297	14137	47382
2298	14143	47376
2299	14148	47368
2300	14154	47361
2301	14160	47353
2302	14166	47345
2303	14171	47337
2304	14177	47330
2305	14183	47322
2306	14188	47313
2307	14194	47305
2308	14199	47297
2309	14205	47289
2310	14210	47281
2311	14216	47274
2312	14222	47266
2313	14227	47257
2314	14233	47249
2315	14239	47242
2316	14244	47235
2317	14250	47227
2318	14256	47222
2319	14262	47212
2320	14267	47204
2321	14273	47197
2322	14279	47189
2323	14285	47182
2324	14291	47177
2325	14297	47169
2326	14302	47161
2327	14308	47153
2328	14314	47146
2329	14319	47138
2330	14325	47131
2331	14331	47124
2332	14337	47116
2333	14343	47110
2334	14349	47103
2335	14355	47096
2336	14360	47088
2337	14366	47080
2338	14372	47073
2339	14378	47066
2340	14383	47058
2341	14389	47051
2342	14395	47044
2343	14400	47036
2344	14406	47028
2345	14412	47022
2346	14418	47013
2347	14423	47006
2348	14429	46999
2349	14435	46992
2350	14441	46984
2351	14446	46975
2352	14452	46969
2353	14457	46960
2354	14463	46952
2355	14469	46945
2356	14474	46937
2357	14481	46931
2358	14487	46925
2359	14493	46918
2360	14498	46911
2361	14504	46903
2362	14510	46895
2363	14515	46888
2364	14521	46880
2365	14527	46873
2366	14533	46867
2367	14539	46860
2368	14545	46852
2369	14551	46847
2370	14557	46839
2371	14562	46832
2372	14569	46826
2373	14575	46820
2374	14581	46813
2375	14586	46805
2376	14592	46798
2377	14598	46791
2378	14604	46784
2379	14610	46777
2380	14616	46772
2381	14622	46764
2382	14627	46755
2383	14633	46748
2384	14639	46741
2385	14645	46734
2386	14650	46726
2387	14656	46720
2388	14662	46711
2389	14668	46704
2390	14674	46698
2391	14680	46691
2392	14685	46683
2393	14690	46674
2394	14696	46667
2395	14701	46658
2396	14707	46649
2397	14712	46641
2398	14718	46633
2399	14723	46624
2400	14729	46619
2401	14736	46612
2402	14741	46604
2403	14747	46599
2404	14753	46592
2405	14759	46585
2406	14765	46578
2407	14774	46582
2408	14780	46575
2409	14786	46567
2410	14791	46559
2411	14797	46551
2412	14803	46545
2413	14809	46538
2414	14814	46530
2415	14820	46524
2416	14827	46518
2417	14832	46510
2418	14838	46502
2419	14844	46495
2420	14850	46489
2421	14855	46481
2422	14861	46473
2423	14867	46467
2424	14873	46461
2425	14879	46453
2426	14884	46445
2427	14890	46439
2428	14896	46431
2429	14902	46423
2430	14907	46416
2431	14913	46409
2432	14919	46401
2433	14925	46394
2434	14932	46390
2435	14937	46382
2436	14945	46381
2437	14952	46379
2438	14958	46372
2439	14964	46365
2440	14970	46358
2441	14975	46350
2442	14982	46345
2443	14987	46337
2444	14993	46330
2445	14999	46322
2446	15005	46315
2447	15010	46306
2448	15015	46297
2449	15021	46289
2450	15026	46281
2451	15032	46273
2452	15038	46266
2453	15044	46261
2454	15050	46253
2455	15055	46246
2456	15062	46240
2457	15067	46232
2458	15073	46224
2459	15079	46218
2460	15084	46210
2461	15090	46202
2462	15095	46194
2463	15101	46186
2464	15106	46177
2465	15111	46169
2466	15117	46161
2467	15123	46154
2468	15129	46149
2469	15135	46142
2470	15144	46144
2471	15153	46145
2472	15160	46142
2473	15167	46138
2474	15176	46141
2475	15184	46141
2476	15194	46148
2477	15202	46146
2478	15208	46139
2479	15213	46132
2480	15219	46126
2481	15225	46118
2482	15231	46110
2483	15236	46103
2484	15242	46096
2485	15248	46090
2486	15254	46082
2487	15259	46074
2488	15265	46065
2489	15270	46057
2490	15276	46050
2491	15282	46042
2492	15287	46034
2493	15292	46026
2494	15298	46018
2495	15303	46009
2496	15309	46001
2497	15315	45994
2498	15320	45987
2499	15326	45979
2500	15332	45972
2501	15338	45966
2502	15343	45958
2503	15349	45949
2504	15354	45941
2505	15361	45936
2506	15368	45935
2507	15376	45934
2508	15385	45935
2509	15393	45933
2510	15398	45926
2511	15404	45920
2512	15410	45912
2513	15416	45906
2514	15422	45899
2515	15428	45892
2516	15434	45885
2517	15440	45879
2518	15446	45874
2519	15452	45866
2520	15459	45862
2521	15464	45855
2522	15471	45850
2523	15478	45847
2524	15493	45867
2525	15503	45871
2526	15518	45892
2527	15526	45892
2528	15533	45886
2529	15539	45880
2530	15545	45876
2531	15552	45870
2532	15557	45862
2533	15564	45856
2534	15569	45849
2535	15576	45843
2536	15582	45839
2537	15588	45833
2538	15595	45828
2539	15601	45821
2540	15607	45816
2541	15614	45811
2542	15620	45805
2543	15635	45825
2544	15642	45819
2545	15648	45814
2546	15654	45809
2547	15660	45802
2548	15666	45795
2549	15672	45789
2550	15678	45783
2551	15685	45778
2552	15692	45775
2553	15698	45768
2554	15704	45760
2555	15710	45753
2556	15715	45746
2557	15721	45739
2558	15727	45732
2559	15733	45725
2560	15739	45719
2561	15745	45711
2562	15750	45703
2563	15756	45696
2564	15762	45688
2565	15767	45680
2566	15773	45673
2567	15778	45665
2568	15784	45658
2569	15790	45650
2570	15795	45642
2571	15801	45635
2572	15807	45627
2573	15812	45620
2574	15818	45612
2575	15824	45604
2576	15829	45597
2577	15835	45589
2578	15840	45581
2579	15846	45574
2580	15853	45569
2581	15858	45562
2582	15864	45554
2583	15870	45547
2584	15875	45539
2585	15881	45531
2586	15886	45523
2587	15892	45516
2588	15897	45507
2589	15903	45499
2590	15909	45493
2591	15915	45486
2592	15921	45481
2593	15928	45475
2594	15934	45469
2595	15940	45462
2596	15945	45455
2597	15951	45447
2598	15956	45439
2599	15962	45432
2600	15968	45424
2601	15974	45418
2602	15979	45410
2603	15985	45403
2604	15991	45395
2605	15996	45387
2606	16002	45380
2607	16008	45372
2608	16013	45364
2609	16019	45356
2610	16025	45350
2611	16030	45342
2612	16036	45335
2613	16042	45329
2614	16048	45322
2615	16054	45315
2616	16060	45308
2617	16065	45300
2618	16071	45294
2619	16077	45286
2620	16082	45278
2621	16088	45271
2622	16093	45262
2623	16099	45255
2624	16105	45247
2625	16110	45240
2626	16116	45233
2627	16122	45226
2628	16127	45218
2629	16133	45211
2630	16139	45203
2631	16144	45195
2632	16150	45187
2633	16155	45179
2634	16161	45172
2635	16167	45165
2636	16173	45160
2637	16180	45155
2638	16188	45154
2639	16194	45148
2640	16200	45140
2641	16205	45133
2642	16211	45126
2643	16217	45118
2644	16222	45111
2645	16228	45104
2646	16234	45098
2647	16242	45095
2648	16248	45088
2649	16254	45082
2650	16260	45075
2651	16265	45067
2652	16271	45060
2653	16277	45053
2654	16282	45045
2655	16288	45039
2656	16294	45032
2657	16300	45025
2658	16305	45017
2659	16311	45010
2660	16317	45003
2661	16323	44996
2662	16329	44989
2663	16335	44983
2664	16341	44976
2665	16347	44969
2666	16352	44962
2667	16358	44956
2668	16365	44950
2669	16370	44943
2670	16376	44934
2671	16381	44926
2672	16387	44919
2673	16392	44911
2674	16398	44904
2675	16403	44895
2676	16409	44888
2677	16415	44882
2678	16421	44875
2679	16427	44868
2680	16433	44861
2681	16438	44854
2682	16444	44847
2683	16450	44840
2684	16456	44833
2685	16462	44827
2686	16468	44821
2687	16474	44813
2688	16479	44805
2689	16485	44798
2690	16491	44792
2691	16497	44785
2692	16502	44777
2693	16508	44771
2694	16515	44766
2695	16521	44760
2696	16527	44753
2697	16533	44745
2698	16538	44739
2699	16545	44733
2700	16550	44725
2701	16556	44718
2702	16562	44711
2703	16567	44703
2704	16573	44696
2705	16578	44688
2706	16584	44680
2707	16589	44671
2708	16595	44665
2709	16601	44659
2710	16607	44652
2711	16613	44645
2712	16619	44638
2713	16625	44631
2714	16631	44625
2715	16636	44618
2716	16642	44610
2717	16648	44603
2718	16653	44595
2719	16659	44587
2720	16664	44579
2721	16670	44572
2722	16675	44564
2723	16681	44557
2724	16688	44552
2725	16694	44548
2726	16700	44540
2727	16706	44533
2728	16712	44526
2729	16718	44520
2730	16724	44514
2731	16730	44508
2732	16736	44501
2733	16742	44495
2734	16748	44488
2735	16753	44480
2736	16759	44473
2737	16765	44467
2738	16771	44459
2739	16776	44452
2740	16783	44446
2741	16788	44438
2742	16794	44431
2743	16800	44424
2744	16807	44421
2745	16814	44418
2746	16820	44412
2747	16826	44406
2748	16833	44402
2749	16840	44396
2750	16845	44389
2751	16851	44381
2752	16857	44375
2753	16862	44367
2754	16868	44359
2755	16873	44351
2756	16879	44345
2757	16884	44336
2758	16890	44329
2759	16896	44322
2760	16902	44315
2761	16907	44307
2762	16913	44300
2763	16919	44293
2764	16925	44287
2765	16931	44281
2766	16937	44275
2767	16943	44268
2768	16949	44261
2769	16955	44255
2770	16960	44247
2771	16966	44240
2772	16972	44232
2773	16978	44228
2774	16984	44222
2775	16990	44214
2776	16996	44207
2777	17002	44201
2778	17008	44195
2779	17014	44188
2780	17020	44182
2781	17026	44174
2782	17031	44166
2783	17037	44160
2784	17043	44153
2785	17048	44145
2786	17054	44138
2787	17060	44131
2788	17065	44123
2789	17071	44115
2790	17076	44108
2791	17082	44101
2792	17088	44094
2793	17094	44087
2794	17099	44080
2795	17105	44072
2796	17111	44066
2797	17117	44059
2798	17123	44052
2799	17128	44045
2800	17137	44045
2801	17144	44041
2802	17151	44037
2803	17158	44033
2804	17167	44035
2805	17178	44041
2806	17188	44046
2807	17197	44046
2808	17208	44054
2809	17225	44075
2810	17233	44073
2811	17238	44065
2812	17244	44058
2813	17249	44050
2814	17255	44042
2815	17260	44034
2816	17266	44026
2817	17271	44019
2818	17277	44012
2819	17282	44004
2820	17289	43997
2821	17294	43990
2822	17300	43982
2823	17305	43975
2824	17311	43969
2825	17317	43961
2826	17323	43954
2827	17328	43947
2828	17335	43942
2829	17341	43936
2830	17347	43929
2831	17358	43935
2832	17382	43974
2833	17390	43973
2834	17401	43979
2835	17409	43979
2836	17415	43972
2837	17422	43966
2838	17427	43959
2839	17433	43951
2840	17438	43943
2841	17444	43935
2842	17449	43928
2843	17455	43920
2844	17460	43913
2845	17467	43907
2846	17472	43898
2847	17478	43892
2848	17487	43892
2849	17496	43895
2850	17506	43899
2851	17518	43905
2852	17524	43900
2853	17530	43893
2854	17536	43886
2855	17542	43879
2856	17547	43873
2857	17553	43865
2858	17558	43857
2859	17568	43858
2860	17593	43900
2861	17599	43895
2862	17606	43891
2863	17612	43884
2864	17618	43877
2865	17624	43869
2866	17630	43864
2867	17636	43857
2868	17641	43849
2869	17647	43841
2870	17652	43833
2871	17659	43828
2872	17667	43827
2873	17676	43829
2874	17683	43825
2875	17691	43821
2876	17697	43815
2877	17703	43809
2878	17710	43804
2879	17716	43799
2880	17722	43793
2881	17729	43788
2882	17735	43782
2883	17744	43783
2884	17752	43780
2885	17762	43785
2886	17770	43783
2887	17778	43781
2888	17785	43778
2889	17792	43772
2890	17798	43765
2891	17804	43760
2892	17816	43767
2893	17822	43761
2894	17829	43756
2895	17835	43750
2896	17841	43745
2897	17847	43738
2898	17853	43731
2899	17859	43725
2900	17872	43736
2901	17880	43734
2902	17887	43729
2903	17893	43724
2904	17902	43723
2905	17909	43720
2906	17916	43715
2907	17922	43709
2908	17928	43703
2909	17936	43701
2910	17943	43696
2911	17951	43695
2912	17959	43693
2913	17970	43700
2914	17978	43698
2915	17986	43695
2916	17994	43692
2917	18001	43689
2918	18008	43685
2919	18015	43681
2920	18021	43675
2921	18028	43669
2922	18034	43663
2923	18040	43657
2924	18047	43652
2925	18053	43647
2926	18063	43650
2927	18070	43646
2928	18077	43640
2929	18083	43634
2930	18090	43630
2931	18098	43628
2932	18105	43625
2933	18120	43638
2934	18126	43634
2935	18136	43637
2936	18143	43632
2937	18149	43626
2938	18155	43619
2939	18164	43618
2940	18171	43615
2941	18179	43613
2942	18186	43608
2943	18193	43605
2944	18208	43620
2945	18215	43616
2946	18223	43613
2947	18229	43606
2948	18235	43601
2949	18242	43596
2950	18249	43591
2951	18255	43586
2952	18262	43582
2953	18270	43579
2954	18277	43574
2955	18284	43572
2956	18291	43566
2957	18298	43561
2958	18304	43556
2959	18311	43552
2960	18319	43548
2961	18327	43547
2962	18333	43542
2963	18345	43548
2964	18351	43542
2965	18358	43539
2966	18372	43550
2967	18380	43548
2968	18388	43546
2969	18395	43543
2970	18402	43538
2971	18409	43534
2972	18417	43532
2973	18424	43527
2974	18431	43522
2975	18437	43515
2976	18444	43511
2977	18450	43505
2978	18457	43501
2979	18465	43498
2980	18471	43493
2981	18478	43489
2982	18486	43487
2983	18503	43505
2984	18510	43500
2985	18517	43497
2986	18523	43491
2987	18530	43485
2988	18537	43480
2989	18543	43475
2990	18550	43470
2991	18556	43465
2992	18563	43459
2993	18570	43454
2994	18576	43448
2995	18584	43446
2996	18591	43442
2997	18597	43436
2998	18604	43431
2999	18611	43426
3000	18618	43422
3001	18625	43418
3002	18631	43411
3003	18638	43406
3004	18645	43402
3005	18653	43399
3006	18659	43394
3007	18667	43390
3008	18675	43389
3009	18682	43385
3010	18689	43381
3011	18697	43379
3012	18704	43375
3013	18711	43370
3014	18718	43365
3015	18735	43385
3016	18746	43389
3017	18753	43384
3018	18759	43379
3019	18766	43373
3020	18773	43370
3021	18781	43367
3022	18791	43369
3023	18800	43370
3024	18807	43366
3025	18814	43362
3026	18822	43358
3027	18828	43352
3028	18839	43356
3029	18849	43358
3030	18861	43366
3031	18869	43364
3032	18875	43358
3033	18884	43359
3034	18891	43353
3035	18897	43346
3036	18904	43343
3037	18923	43365
3038	18931	43363
3039	18938	43359
3040	18945	43354
3041	18953	43351
3042	18960	43347
3043	18968	43345
3044	18975	43340
3045	18981	43333
3046	18987	43328
3047	18994	43322
3048	19000	43317
3049	19007	43311
3050	19013	43304
3051	19019	43298
3052	19026	43293
3053	19032	43288
3054	19039	43283
3055	19046	43277
3056	19052	43271
3057	19059	43266
3058	19066	43262
3059	19073	43257
3060	19079	43252
3061	19085	43245
3062	19092	43240
3063	19100	43237
3064	19108	43236
3065	19114	43229
3066	19120	43222
3067	19127	43217
3068	19134	43212
3069	19141	43207
3070	19147	43203
3071	19155	43200
3072	19163	43196
3073	19189	43235
3074	19208	43258
3075	19221	43266
3076	19243	43296
3077	19254	43299
3078	19261	43295
3079	19268	43291
3080	19275	43287
3081	19281	43280
3082	19288	43276
3083	19296	43273
3084	19303	43269
3085	19310	43263
3086	19316	43257
3087	19322	43251
3088	19329	43245
3089	19336	43240
3090	19343	43235
3091	19349	43228
3092	19355	43223
3093	19362	43218
3094	19369	43213
3095	19383	43225
3096	19397	43236
3097	19412	43249
3098	19419	43243
3099	19426	43238
3100	19433	43234
3101	19440	43229
3102	19446	43222
3103	19453	43219
3104	19460	43214
3105	19468	43211
3106	19474	43205
3107	19481	43200
3108	19493	43207
3109	19506	43214
3110	19519	43223
3111	19533	43234
3112	19542	43233
3113	19549	43230
3114	19556	43226
3115	19563	43219
3116	19569	43213
3117	19576	43208
3118	19584	43205
3119	19590	43200
3120	19597	43194
3121	19604	43189
3122	19611	43184
3123	19617	43179
3124	19625	43175
3125	19632	43170
3126	19639	43166
3127	19646	43161
3128	19653	43158
3129	19661	43154
3130	19669	43152
3131	19677	43149
3132	19684	43144
3133	19690	43138
3134	19697	43134
3135	19704	43128
3136	19711	43124
3137	19718	43119
3138	19725	43114
3139	19731	43108
3140	19738	43103
3141	19745	43099
3142	19765	43121
3143	19776	43125
3144	19787	43130
3145	19794	43125
3146	19800	43119
3147	19808	43116
3148	19816	43113
3149	19824	43110
3150	19834	43111
3151	19840	43105
3152	19846	43098
3153	19853	43093
3154	19860	43088
3155	19867	43083
3156	19874	43078
3157	19883	43078
3158	19890	43073
3159	19897	43069
3160	19904	43064
3161	19912	43062
3162	19919	43057
3163	19925	43051
3164	19933	43046
3165	19939	43041
3166	19947	43038
3167	19958	43042
3168	19965	43037
3169	19972	43031
3170	19978	43026
3171	19985	43020
3172	19992	43015
3173	20001	43014
3174	20007	43008
3175	20014	43003
3176	20020	42996
3177	20026	42989
3178	20033	42984
3179	20040	42980
3180	20047	42975
3181	20054	42969
3182	20060	42963
3183	20066	42956
3184	20072	42950
3185	20080	42946
3186	20088	42943
3187	20095	42939
3188	20103	42936
3189	20111	42932
3190	20117	42927
3191	20123	42920
3192	20130	42916
3193	20137	42911
3194	20145	42907
3195	20153	42904
3196	20168	42917
3197	20178	42919
3198	20191	42926
3199	20196	42918
3200	20202	42911
3201	20210	42907
3202	20216	42901
3203	20222	42893
3204	20227	42885
3205	20233	42877
3206	20238	42869
3207	20245	42863
3208	20251	42857
3209	20257	42850
3210	20263	42842
3211	20268	42834
3212	20275	42828
3213	20281	42821
3214	20286	42813
3215	20292	42805
3216	20297	42797
3217	20303	42789
3218	20308	42780
3219	20314	42773
3220	20319	42765
3221	20325	42758
3222	20331	42751
3223	20338	42745
3224	20345	42740
3225	20350	42733
3226	20356	42726
3227	20362	42719
3228	20368	42711
3229	20374	42703
3230	20380	42697
3231	20386	42691
3232	20392	42683
