iter	RMSE
243	34.40751869
244	34.39798688
245	34.38776913
246	34.38041222
247	34.36882819
248	34.3577599
249	34.35063573
250	34.3375832
251	34.32453983
252	34.31340541
253	34.30264504
254	34.28856486
255	34.27853315
256	34.26784424
257	34.25469963
258	34.24418072
259	34.23412721
260	34.22398402
261	34.21412358
262	34.20692192
263	34.19711857
264	34.18493008
265	34.17578254
266	34.16318184
267	34.15428416
268	34.14383236
269	34.1338226
270	34.12820516
271	34.1208856
272	34.1065055
273	34.09649812
274	34.08575994
275	34.07897031
276	34.0678402
277	34.05049314
278	34.04212888
279	34.03020245
280	34.02589053
281	34.0128048
282	34.00417574
283	33.99878198
284	33.99307433
285	33.98422835
286	33.97792734
287	33.9680857
288	33.95773496
289	33.94269314
290	33.93156326
291	33.92051072
292	33.91281789
293	33.9061867
294	33.8978248
295	33.88939985
296	33.88386868
297	33.87534132
298	33.86694725
299	33.85862454
300	33.85025751
301	33.83508343
302	33.82652645
303	33.81833108
304	33.81274038
305	33.80063211
306	33.79525151
307	33.78692076
308	33.78075749
309	33.7721159
310	33.76353122
311	33.75317372
312	33.74272046
313	33.73327625
314	33.72064375
315	33.70699008
316	33.6995332
317	33.68911578
318	33.68191943
319	33.67421529
320	33.66550969
321	33.66014948
322	33.65209629
323	33.64178415
324	33.63350729
325	33.62647935
326	33.61740612
327	33.61103394
328	33.60075783
329	33.59314108
330	33.58672801
331	33.57005811
332	33.56444818
333	33.54980869
334	33.54513527
335	33.53428657
336	33.52568252
337	33.52066538
338	33.51509782
339	33.50679051
340	33.49577315
341	33.48989036
342	33.47733301
343	33.47145981
344	33.46437986
345	33.45586829
346	33.45052278
347	33.44513588
348	33.43438716
349	33.42489398
350	33.4205936
351	33.41442771
352	33.4072099
353	33.40156536
354	33.39570512
355	33.39090325
356	33.38309171
357	33.37643148
358	33.36690324
359	33.36028471
360	33.35675552
361	33.35073196
362	33.34187669
363	33.33781883
364	33.32846685
365	33.31956403
366	33.31408421
367	33.30959263
368	33.30336551
369	33.29634748
370	33.28970322
371	33.28358877
372	33.27637339
373	33.27088093
374	33.26525314
375	33.26140428
376	33.25345887
377	33.24797403
378	33.24117594
379	33.23018819
380	33.22050173
381	33.21388038
382	33.20712717
383	33.19851401
384	33.18940623
385	33.18303021
386	33.1766013
387	33.17285011
388	33.16686857
389	33.16047023
390	33.15181051
391	33.1461791
392	33.13888752
393	33.13451719
394	33.12482342
395	33.11907627
396	33.11514622
397	33.11045784
398	33.10400931
399	33.09851503
400	33.09014479
401	33.08398012
402	33.07385111
403	33.06448775
404	33.05648909
405	33.05114203
406	33.04598263
407	33.04056598
408	33.03227149
409	33.02532261
410	33.02148585
411	33.00960857
412	33.00301298
413	32.99456583
414	32.99072969
415	32.98601653
416	32.97974899
417	32.9724475
418	32.96549887
419	32.96170543
420	32.95572733
421	32.95069032
422	32.94271772
423	32.93603502
424	32.93069765
425	32.92539287
426	32.91933864
427	32.91347609
428	32.90890867
429	32.89853036
430	32.89402762
431	32.88702324
432	32.87983389
433	32.87450611
434	32.86933335
435	32.86253702
436	32.85377661
437	32.84550775
438	32.83931888
439	32.82838679
440	32.82019472
441	32.81690938
442	32.80887774
443	32.80453281
444	32.79829279
445	32.78671571
446	32.78122157
447	32.77548901
448	32.77123535
449	32.76685314
450	32.7595063
451	32.75512506
452	32.74729196
453	32.74148484
454	32.73508088
455	32.72763657
456	32.721665
457	32.71446498
458	32.70667697
459	32.7012677
460	32.69590305
461	32.68879365
462	32.67932063
463	32.67095058
464	32.66181115
465	32.6572536
466	32.65212379
467	32.64541241
468	32.63773653
469	32.6339596
470	32.62925304
471	32.6214864
472	32.61793015
473	32.61162845
474	32.60325743
475	32.59628054
476	32.58934131
477	32.58598884
478	32.57764609
479	32.57329074
480	32.56738856
481	32.55770887
482	32.55099913
483	32.54619284
484	32.54093552
485	32.5327962
486	32.52093726
487	32.51767805
488	32.51014032
489	32.5025594
490	32.49695881
491	32.49201399
492	32.4843411
493	32.48025672
494	32.47641488
495	32.46292338
496	32.46079348
497	32.45529752
498	32.44887842
499	32.4415593
500	32.43791244
501	32.4347396
502	32.4240977
503	32.41722265
504	32.41396689
505	32.40726869
506	32.4007134
507	32.39856755
508	32.39445909
509	32.38363969
510	32.37995394
511	32.37374574
512	32.36677463
513	32.36109308
514	32.35546479
515	32.34960958
516	32.34478804
517	32.34016309
518	32.33164504
519	32.32509769
520	32.32197917
521	32.31747028
522	32.31285451
523	32.30964337
524	32.30602156
525	32.29778854
526	32.29102958
527	32.2849635
528	32.27495956
529	32.27151267
530	32.26566639
531	32.25793314
532	32.25277759
533	32.24928
534	32.24529799
535	32.24029776
536	32.23402274
537	32.23004647
538	32.22428589
539	32.2182219
540	32.21386971
541	32.2101164
542	32.20441549
543	32.19993832
544	32.19322233
545	32.18721666
546	32.1776511
547	32.17397091
548	32.1690396
549	32.16556182
550	32.16159157
551	32.15723966
552	32.15246921
553	32.14893915
554	32.14393066
555	32.13420851
556	32.13070424
557	32.12513824
558	32.11981305
559	32.11398268
560	32.11164584
561	32.10611133
562	32.09806651
563	32.09123292
564	32.0846602
565	32.07908425
566	32.07177259
567	32.06886725
568	32.06331714
569	32.05907058
570	32.05539002
571	32.05162579
572	32.04527967
573	32.04276398
574	32.03666412
575	32.02942939
576	32.02564732
577	32.02138816
578	32.01485967
579	32.00632075
580	32.00109581
581	31.99760693
582	31.99141549
583	31.98629523
584	31.98031986
585	31.97714044
586	31.97285462
587	31.96937549
588	31.96609889
589	31.96248851
590	31.95848482
591	31.95340309
592	31.94355653
593	31.9401349
594	31.93465097
595	31.93095589
596	31.92575147
597	31.92022817
598	31.9167092
599	31.91440165
600	31.90398534
601	31.90025659
602	31.88987065
603	31.8849902
604	31.8803794
605	31.87646608
606	31.87321316
607	31.86865425
608	31.86425494
609	31.86070881
610	31.85610181
611	31.84947675
612	31.8465986
613	31.84326162
614	31.83974221
615	31.83067391
616	31.82688075
617	31.8207994
618	31.81605382
619	31.81134202
620	31.80725388
621	31.80366828
622	31.79908208
623	31.79330034
624	31.7892468
625	31.78475477
626	31.78073544
627	31.7747997
628	31.76949295
629	31.76383755
630	31.75933845
631	31.75572473
632	31.74809353
633	31.74468752
634	31.74230283
635	31.73452638
636	31.73154322
637	31.72807938
638	31.72447485
639	31.72109993
640	31.71706176
641	31.70943473
642	31.7056457
643	31.69859552
644	31.69275233
645	31.69113756
646	31.68429778
647	31.67937959
648	31.67534844
649	31.66971002
650	31.66279066
651	31.65812794
652	31.64736263
653	31.64251906
654	31.6361826
655	31.63224781
656	31.6279802
657	31.62178847
658	31.61875936
659	31.61105491
660	31.60436909
661	31.60086612
662	31.59516314
663	31.59280779
664	31.58567586
665	31.58280164
666	31.58005394
667	31.57739501
668	31.57216516
669	31.56884661
670	31.56446264
671	31.55914659
672	31.55200319
673	31.54588894
674	31.54336251
675	31.53821761
676	31.53350245
677	31.52498859
678	31.52182052
679	31.51517251
680	31.51233446
681	31.50783666
682	31.50350019
683	31.49874107
684	31.49433491
685	31.48993023
686	31.47947827
687	31.47640295
688	31.47348829
689	31.46547508
690	31.46028094
691	31.45683762
692	31.45329536
693	31.44745626
694	31.44176475
695	31.43640619
696	31.43195425
697	31.42502612
698	31.41767034
699	31.41392071
700	31.41078087
701	31.40415508
702	31.40174624
703	31.39733832
704	31.39309666
705	31.38303022
706	31.37765486
707	31.37409444
708	31.36751921
709	31.36295603
710	31.35979164
711	31.35608625
712	31.35143758
713	31.34219938
714	31.33963571
715	31.33284683
716	31.33067822
717	31.3231611
718	31.32041063
719	31.31634639
720	31.31314255
721	31.30588607
722	31.30278215
723	31.2969205
724	31.28900774
725	31.2854289
726	31.28040516
727	31.27757287
728	31.27550863
729	31.2706571
730	31.26526238
731	31.26172788
732	31.25752117
733	31.25426869
734	31.24592436
735	31.24212088
736	31.23575338
737	31.226729
738	31.22252469
739	31.21559326
740	31.21169403
741	31.20626492
742	31.20268272
743	31.1994927
744	31.19393972
745	31.18720237
746	31.18126165
747	31.17744314
748	31.1735967
749	31.1713453
750	31.1674323
751	31.16442446
752	31.16147398
753	31.15869238
754	31.15517817
755	31.14896092
756	31.14591863
757	31.14185014
758	31.13619743
759	31.13369345
760	31.13085325
761	31.12618784
762	31.12129381
763	31.11600191
764	31.11263201
765	31.10853001
766	31.10437052
767	31.10120532
768	31.09527826
769	31.09244085
770	31.08851432
771	31.08553576
772	31.07941834
773	31.07479353
774	31.07286627
775	31.06784
776	31.06416118
777	31.06195722
778	31.0526471
779	31.04864717
780	31.04532931
781	31.0429609
782	31.03885672
783	31.03365589
784	31.02800834
785	31.02535744
786	31.02054076
787	31.01462196
788	31.01204916
789	31.00543194
790	30.99810936
791	30.9949363
792	30.99084001
793	30.98747415
794	30.98187156
795	30.97957992
796	30.97695556
797	30.97404619
798	30.96582316
799	30.96385618
800	30.95672457
801	30.95091573
802	30.94549306
803	30.94218742
804	30.93962543
805	30.93743427
806	30.93012531
807	30.9278505
808	30.92377546
809	30.91582474
810	30.91147342
811	30.90891792
812	30.90453454
813	30.89943223
814	30.89256539
815	30.89051786
816	30.88366408
817	30.88219987
818	30.88010966
819	30.87583182
820	30.87294294
821	30.86979298
822	30.86676407
823	30.85900396
824	30.85115307
825	30.8478839
826	30.84393359
827	30.83904863
828	30.83432583
829	30.83009491
830	30.82586257
831	30.82203944
832	30.81754766
833	30.81376437
834	30.80961125
835	30.80766522
836	30.80478599
837	30.80115012
838	30.79837148
839	30.79620605
840	30.7902232
841	30.78836435
842	30.78089387
843	30.77707513
844	30.77284201
845	30.76812294
846	30.76554833
847	30.75822553
848	30.75486441
849	30.75094237
850	30.74567494
851	30.73971682
852	30.73507895
853	30.72914315
854	30.72572763
855	30.72050113
856	30.71543256
857	30.71041037
858	30.70799938
859	30.70349038
860	30.69949724
861	30.69415246
862	30.689176
863	30.68380247
864	30.68135581
865	30.67555257
866	30.66900614
867	30.66276891
868	30.66012276
869	30.65187253
870	30.64205789
871	30.63748226
872	30.63428279
873	30.63046503
874	30.62465737
875	30.6214628
876	30.61840731
877	30.61460422
878	30.61258881
879	30.61010899
880	30.60400214
881	30.59496524
882	30.59148704
883	30.5886884
884	30.58558787
885	30.58154823
886	30.57441654
887	30.57179535
888	30.56655223
889	30.56468124
890	30.55990445
891	30.55712829
892	30.55354411
893	30.5500379
894	30.54618075
895	30.54253848
896	30.53933728
897	30.53388913
898	30.53059415
899	30.526853
900	30.52403316
901	30.51737385
902	30.51104866
903	30.508642
904	30.50263248
905	30.49753142
906	30.49458509
907	30.4890883
908	30.48309147
909	30.47926031
910	30.47772841
911	30.47436148
912	30.47061733
913	30.46389211
914	30.45858273
915	30.45640605
916	30.4475418
917	30.44292877
918	30.43992155
919	30.4374256
920	30.43122573
921	30.42699862
922	30.4203297
923	30.41527265
924	30.40890541
925	30.4048107
926	30.40087363
927	30.39699811
928	30.39389847
929	30.39022172
930	30.38644393
931	30.38344414
932	30.38162506
933	30.37849924
934	30.3759238
935	30.37355415
936	30.37055885
937	30.36572314
938	30.35990776
939	30.35494839
940	30.35149833
941	30.34656844
942	30.34152733
943	30.33895251
944	30.33454306
945	30.32762659
946	30.32421993
947	30.32021378
948	30.31371932
949	30.31296918
950	30.30976604
951	30.30595635
952	30.30284985
953	30.30063352
954	30.29540738
955	30.29118856
956	30.28808182
957	30.28542451
958	30.28133247
959	30.27685063
960	30.2729336
961	30.26814658
962	30.26500949
963	30.25811113
964	30.25480616
965	30.25246662
966	30.24866513
967	30.24652794
968	30.24216268
969	30.23882027
970	30.23392166
971	30.23036397
972	30.22641885
973	30.22381157
974	30.22009946
975	30.21561863
976	30.20850773
977	30.20677434
978	30.20392261
979	30.20056317
980	30.19737514
981	30.1910973
982	30.18768334
983	30.18525533
984	30.18202792
985	30.17596949
986	30.17280323
987	30.17055755
988	30.16628249
989	30.16514372
990	30.16051372
991	30.15807339
992	30.15443764
993	30.15143904
994	30.14735216
995	30.14460229
996	30.14231995
997	30.13805515
998	30.13214856
999	30.12737523
1000	30.12334985
1001	30.12143834
1002	30.11890965
1003	30.11524746
1004	30.11212649
1005	30.10864993
1006	30.10557284
1007	30.10174971
1008	30.09388208
1009	30.08882498
1010	30.08659348
1011	30.08173238
1012	30.07594379
1013	30.07305657
1014	30.06726415
1015	30.06225132
1016	30.05684361
1017	30.0522059
1018	30.05029694
1019	30.0464674
1020	30.04105327
1021	30.03633056
1022	30.03387699
1023	30.03138405
1024	30.02647717
1025	30.02217521
1026	30.01660326
1027	30.01354383
1028	30.01036478
1029	30.00346257
1030	30.00127093
1031	29.99651269
1032	29.99413421
1033	29.98925004
1034	29.98375337
1035	29.98190632
1036	29.98009055
1037	29.97665553
1038	29.9730415
1039	29.96510258
1040	29.96227569
1041	29.95933945
1042	29.9551392
1043	29.95155242
1044	29.94675895
1045	29.94045567
1046	29.93662004
1047	29.93349826
1048	29.93049342
1049	29.92597344
1050	29.92244749
1051	29.91989765
1052	29.91215224
1053	29.91026878
1054	29.9046481
1055	29.90026138
1056	29.89635585
1057	29.89406864
1058	29.89100436
1059	29.88768889
1060	29.87994094
1061	29.8735928
1062	29.87052909
1063	29.8652764
1064	29.86294618
1065	29.85428488
1066	29.85023621
1067	29.8473774
1068	29.84325864
1069	29.83918624
1070	29.83551202
1071	29.83080261
1072	29.82438969
1073	29.8219399
1074	29.81740002
1075	29.81031545
1076	29.80888774
1077	29.80352806
1078	29.80111636
1079	29.79670321
1080	29.79186338
1081	29.78796452
1082	29.78637043
1083	29.78305734
1084	29.7803067
1085	29.77500897
1086	29.76949294
1087	29.76383247
1088	29.75995607
1089	29.75303821
1090	29.7481072
1091	29.74493953
1092	29.74232694
1093	29.73787266
1094	29.7341988
1095	29.72563475
1096	29.7201266
1097	29.71389445
1098	29.71196302
1099	29.70814269
1100	29.7049567
1101	29.70125417
1102	29.69617186
1103	29.69227785
1104	29.68733358
1105	29.68378674
1106	29.6793742
1107	29.67494606
1108	29.66816194
1109	29.66242823
1110	29.66063589
1111	29.65696106
1112	29.65390545
1113	29.64957127
1114	29.64439422
1115	29.64094296
1116	29.63757147
1117	29.62985359
1118	29.62516832
1119	29.62093539
1120	29.61568657
1121	29.61138441
1122	29.60852393
1123	29.60508843
1124	29.60285703
1125	29.59882564
1126	29.59644553
1127	29.590733
1128	29.58670758
1129	29.58054404
1130	29.57599664
1131	29.5730806
1132	29.56953992
1133	29.56134412
1134	29.5540698
1135	29.54966066
1136	29.54682768
1137	29.54155627
1138	29.5369972
1139	29.53425285
1140	29.53062644
1141	29.52450033
1142	29.52227664
1143	29.5171856
1144	29.51340799
1145	29.51024484
1146	29.50712716
1147	29.50381076
1148	29.4989476
1149	29.49290733
1150	29.4884863
1151	29.481385
1152	29.47554496
1153	29.4733677
1154	29.467786
1155	29.4624829
1156	29.45717886
1157	29.45195669
1158	29.4478165
1159	29.44451246
1160	29.44182093
1161	29.43545644
1162	29.43363435
1163	29.42904564
1164	29.42530295
1165	29.42023233
1166	29.4171879
1167	29.41326258
1168	29.40960257
1169	29.4075035
1170	29.40441502
1171	29.40017898
1172	29.39692063
1173	29.39372867
1174	29.3912428
1175	29.38799586
1176	29.38555916
1177	29.38212712
1178	29.37609043
1179	29.37015285
1180	29.36424554
1181	29.35929281
1182	29.35609702
1183	29.35160121
1184	29.34882952
1185	29.34564359
1186	29.34337008
1187	29.34063145
1188	29.33775538
1189	29.33290785
1190	29.32898754
1191	29.32582472
1192	29.3213101
1193	29.31634947
1194	29.31059861
1195	29.30640144
1196	29.3009787
1197	29.29875516
1198	29.29632302
1199	29.29331537
1200	29.29028532
1201	29.28731955
1202	29.28246967
1203	29.27940386
1204	29.27485031
1205	29.27024402
1206	29.26449237
1207	29.25985463
1208	29.25693107
1209	29.25450184
1210	29.25016963
1211	29.24607963
1212	29.24322082
1213	29.23976692
1214	29.23689471
1215	29.23324056
1216	29.23089317
1217	29.22551823
1218	29.21919097
1219	29.21528622
1220	29.21082591
1221	29.2064316
1222	29.20179117
1223	29.19657785
1224	29.19299349
1225	29.18876679
1226	29.18476738
1227	29.18218495
1228	29.17612884
1229	29.17252125
1230	29.1684512
1231	29.16308157
1232	29.15781993
1233	29.15420045
1234	29.14853087
1235	29.14411488
1236	29.14142845
1237	29.13876873
1238	29.13266723
1239	29.13022699
1240	29.12756689
1241	29.12511364
1242	29.12027103
1243	29.11708984
1244	29.11385832
1245	29.11073542
1246	29.10662388
1247	29.10360808
1248	29.09852532
1249	29.09622067
1250	29.09256115
1251	29.08802818
1252	29.08487841
1253	29.08121401
1254	29.07840114
1255	29.07562558
1256	29.07181328
1257	29.070042
1258	29.06600472
1259	29.06228681
1260	29.05534999
1261	29.04868416
1262	29.04579043
1263	29.04137663
1264	29.03888223
1265	29.03214829
1266	29.02837464
1267	29.02449188
1268	29.01996157
1269	29.01636236
1270	29.01172866
1271	29.00643759
1272	29.00309371
1273	28.99962875
1274	28.99574239
1275	28.99230062
1276	28.99029035
1277	28.98813779
1278	28.98493728
1279	28.98302677
1280	28.97800724
1281	28.97460311
1282	28.96979263
1283	28.96620474
1284	28.96266934
1285	28.95839588
1286	28.95592565
1287	28.95274953
1288	28.94871378
1289	28.94335034
1290	28.94021326
1291	28.9369959
1292	28.93369631
1293	28.93046371
1294	28.92736365
1295	28.92144938
1296	28.91635386
1297	28.91186621
1298	28.90559102
1299	28.90225241
1300	28.89783965
1301	28.89565617
1302	28.89166435
1303	28.88841223
1304	28.88471615
1305	28.88105731
1306	28.87713047
1307	28.87326966
1308	28.86977404
1309	28.86788077
1310	28.86297426
1311	28.86057908
1312	28.85850957
1313	28.8558925
1314	28.85355101
1315	28.84982743
1316	28.8464986
1317	28.84336514
1318	28.84152741
1319	28.83842034
1320	28.83538199
1321	28.83360842
1322	28.83066096
1323	28.82767708
1324	28.82365096
1325	28.81723509
1326	28.81421368
1327	28.81139784
1328	28.80622946
1329	28.80374806
1330	28.80165821
1331	28.80031025
1332	28.7941535
1333	28.79199254
1334	28.78936392
1335	28.78570455
1336	28.78124217
1337	28.77637231
1338	28.77410702
1339	28.77120236
1340	28.76888887
1341	28.76643468
1342	28.76253394
1343	28.75965197
1344	28.75663878
1345	28.75249428
1346	28.75044549
1347	28.74514664
1348	28.74037174
1349	28.73425826
1350	28.72844057
1351	28.72334533
1352	28.71965427
1353	28.71700796
1354	28.71345233
1355	28.70982231
1356	28.70450098
1357	28.69938229
1358	28.69661407
1359	28.69309675
1360	28.68788437
1361	28.68407915
1362	28.6798597
1363	28.67705653
1364	28.67285969
1365	28.6687367
1366	28.66498356
1367	28.66119478
1368	28.65593904
1369	28.65317467
1370	28.6493382
1371	28.64619478
1372	28.64374916
1373	28.64114888
1374	28.63724168
1375	28.63511759
1376	28.63155893
1377	28.62618793
1378	28.62363982
1379	28.62197589
1380	28.61937935
1381	28.61727293
1382	28.61377265
1383	28.60881955
1384	28.60481877
1385	28.6010063
1386	28.59773834
1387	28.59286759
1388	28.59114668
1389	28.58857613
1390	28.58656008
1391	28.58449668
1392	28.5825625
1393	28.57992419
1394	28.57764886
1395	28.57450692
1396	28.56973451
1397	28.56721747
1398	28.5638012
1399	28.55860213
1400	28.55523262
1401	28.5521493
1402	28.54790891
1403	28.54308644
1404	28.53984717
1405	28.53778229
1406	28.53467918
1407	28.53218829
1408	28.52853233
1409	28.52424759
1410	28.52130511
1411	28.51802629
1412	28.51368627
1413	28.51074054
1414	28.50758659
1415	28.50442142
1416	28.50263491
1417	28.49891386
1418	28.49480103
1419	28.4920082
1420	28.48860703
1421	28.48462352
1422	28.4824291
1423	28.47776481
1424	28.47470347
1425	28.46946461
1426	28.4654527
1427	28.4618592
1428	28.45963565
1429	28.45436044
1430	28.45076002
1431	28.44866393
1432	28.44404317
1433	28.43867265
1434	28.43736664
1435	28.43489449
1436	28.43274151
1437	28.43082329
1438	28.42811487
1439	28.42483601
1440	28.42187951
1441	28.41856366
1442	28.41496006
1443	28.41184903
1444	28.41008197
1445	28.40693177
1446	28.40383837
1447	28.40044768
1448	28.39756384
1449	28.3955603
1450	28.39299512
1451	28.38798025
1452	28.38362315
1453	28.3797411
1454	28.3750826
1455	28.37230332
1456	28.36788859
1457	28.36381755
1458	28.36047622
1459	28.35725191
1460	28.35201153
1461	28.3505528
1462	28.34846619
1463	28.34517105
1464	28.34247861
1465	28.33933782
1466	28.33690435
1467	28.33331709
1468	28.33033297
1469	28.32740711
1470	28.32320316
1471	28.32057282
1472	28.31906757
1473	28.31535592
1474	28.31322715
1475	28.31083597
1476	28.3067008
1477	28.30237873
1478	28.29878728
1479	28.29438986
1480	28.29123698
1481	28.28777241
1482	28.28318601
1483	28.28127208
1484	28.27714
1485	28.27435069
1486	28.27117719
1487	28.26740914
1488	28.26324978
1489	28.26103321
1490	28.258144
1491	28.25552318
1492	28.25272382
1493	28.24992546
1494	28.24795296
1495	28.24369567
1496	28.2390967
1497	28.23573443
1498	28.23097466
1499	28.22840866
1500	28.22477675
1501	28.22220616
1502	28.21945174
1503	28.21503769
1504	28.21001907
1505	28.20696146
1506	28.20474718
1507	28.20165809
1508	28.19896621
1509	28.19435113
1510	28.19129208
1511	28.18814864
1512	28.18594379
1513	28.18181396
1514	28.1773646
1515	28.17510468
1516	28.17072727
1517	28.16718909
1518	28.16267815
1519	28.15957336
1520	28.15646798
1521	28.15299738
1522	28.15063314
1523	28.14753545
1524	28.14484352
1525	28.14118702
1526	28.13836966
1527	28.1366337
1528	28.13363341
1529	28.13132714
1530	28.12849235
1531	28.12599757
1532	28.12249624
1533	28.12051863
1534	28.11840662
1535	28.11542311
1536	28.112588
1537	28.11074055
1538	28.10649715
1539	28.10146097
1540	28.09836
1541	28.09397717
1542	28.09098329
1543	28.0882442
1544	28.08675207
1545	28.08460451
1546	28.0817096
1547	28.07810809
1548	28.07448202
1549	28.07294576
1550	28.06785656
1551	28.0661788
1552	28.0640592
1553	28.06100575
1554	28.05675233
1555	28.05341574
1556	28.05093471
1557	28.04669157
1558	28.04354603
1559	28.04110577
1560	28.03677036
1561	28.03406888
1562	28.03114732
1563	28.02765296
1564	28.02400375
1565	28.02156087
1566	28.01861174
1567	28.0146326
1568	28.01109347
1569	28.00722872
1570	28.00426601
1571	28.00232279
1572	27.99769816
1573	27.99540605
1574	27.99136845
1575	27.98786156
1576	27.98427116
1577	27.98038735
1578	27.97754144
1579	27.97387727
1580	27.97009905
1581	27.9665409
1582	27.96396704
1583	27.9601702
1584	27.95833572
1585	27.95459156
1586	27.95102519
1587	27.94936294
1588	27.94696982
1589	27.94505146
1590	27.9433094
1591	27.94179937
1592	27.9380772
1593	27.93463768
1594	27.92991993
1595	27.92562681
1596	27.9203977
1597	27.9172281
1598	27.91513535
1599	27.91192445
1600	27.90843726
1601	27.9058128
1602	27.90186296
1603	27.90000976
1604	27.89778875
1605	27.89452837
1606	27.89130732
1607	27.88850143
1608	27.88673613
1609	27.88336202
1610	27.8821567
1611	27.88019717
1612	27.87777095
1613	27.87444484
1614	27.87123273
1615	27.86733558
1616	27.86314466
1617	27.86042346
1618	27.85814668
1619	27.85511825
1620	27.85054401
1621	27.84733013
1622	27.84421509
1623	27.84047408
1624	27.83752495
1625	27.83446026
1626	27.83197526
1627	27.82945049
1628	27.82592389
1629	27.82342126
1630	27.82119929
1631	27.81879299
1632	27.81559402
1633	27.81206935
1634	27.80939455
1635	27.80413678
1636	27.80151628
1637	27.79913335
1638	27.79696298
1639	27.79357061
1640	27.79036459
1641	27.78779103
1642	27.785904
1643	27.7843163
1644	27.78077036
1645	27.77778729
1646	27.7725147
1647	27.76922646
1648	27.76605115
1649	27.7624788
1650	27.75987676
1651	27.75577649
1652	27.75157429
1653	27.7477498
1654	27.74510117
1655	27.74270921
1656	27.73920497
1657	27.73618661
1658	27.7326443
1659	27.73088707
1660	27.72604034
1661	27.72306163
1662	27.7207794
1663	27.7175654
1664	27.71481085
1665	27.71130399
